StoryID,CompanyID,ProjectID,StoryText,WordCount,CreationDate,Domain,CompanySize,AgileExperience,TeamSize,HasAmbiguity,AmbiguityCount,SemanticAmbiguity,ScopeAmbiguity,ActorAmbiguity,AcceptanceAmbiguity,DependencyAmbiguity,PriorityAmbiguity,TechnicalAmbiguity,DefectCount,DevelopmentTime,StoryPoints,CustomerSatisfaction,CompletionStatus
US-C1-043,C1,P1,"As a user, I need to process application so I can track spending",35,2023-04-21,Finance,Large,7,7,True,3,0,1,1,0,1,0,0,1,10,3,2.7,Done
US-C1-044,C1,P1,"As a loan officer, I need to update information so that I can improve security",42,2023-04-21,Finance,Large,7,9,True,1,1,0,0,0,0,0,0,1,7,13,3.1,In Progress
US-C1-045,C1,P1,"As a user, I need to schedule appointment so I can improve security",34,2023-04-21,Finance,Large,7,6,True,1,0,0,1,0,0,0,0,1,7,3,3.2,Cancelled
US-C1-046,C1,P1,"As a account holder, I would like to process application to comply with regulations",47,2023-04-22,Finance,Large,7,6,True,1,1,0,0,0,0,0,0,3,6,5,3.7,In Progress
US-C1-047,C1,P1,"As a investor, I would like to update information to improve security",42,2023-04-22,Finance,Large,7,8,True,3,1,1,0,1,0,0,0,2,7,3,2.6,Done
US-C1-048,C1,P1,"As a account holder, I want to process application so that I can comply with regulations",41,2023-04-22,Finance,Large,7,5,True,1,0,1,0,0,0,0,0,2,8,1,3.4,Done
US-C1-049,C1,P1,"As a bank customer, I need to update information so that I can track spending",56,2023-04-23,Finance,Large,7,7,True,1,1,0,0,0,0,0,0,1,5,1,3.7,Done
US-C1-050,C1,P1,"As a investor, I want to update information in order to meet financial goals",52,2023-04-23,Finance,Large,7,9,True,2,1,0,0,0,1,0,0,2,5,5,3.6,In Progress
US-C1-051,C1,P1,"As a account holder, I want to update information so that I have better comply with regulations",56,2023-04-23,Finance,Large,7,5,True,2,0,1,0,1,0,0,0,1,6,8,3.4,Done
US-C1-052,C1,P1,"As a loan officer, I need to apply for loan so I can improve security as soon as possible",33,2023-04-24,Finance,Large,7,6,True,1,0,0,0,0,0,1,0,0,6,13,3.5,Done
US-C1-053,C1,P1,"As a financial advisor, I want to process application in order to save time",45,2023-04-24,Finance,Large,7,6,True,1,1,0,0,0,0,0,0,2,7,1,3.7,Done
US-C1-054,C1,P1,"As a user, I want to update information so that I have better improve security",49,2023-04-24,Finance,Large,7,7,True,3,1,0,1,1,0,0,0,1,8,3,2.7,Done
US-C1-057,C1,P1,"As a loan officer, I need to download statements so that I can track spending with detailed specifications and comprehensive requirements",59,2023-04-25,Finance,Large,7,10,False,0,0,0,0,0,0,0,0,1,1,5,4.3,Done
US-C1-058,C1,P1,"As a investor, I would like to view account balance to track spending with detailed specifications and comprehensive requirements",66,2023-04-26,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,6,8,4.1,Done
US-C1-059,C1,P1,"As a bank customer, I want to schedule appointment so that I can track spending",56,2023-04-26,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,3,2,4.7,Done
US-C1-060,C1,P1,"As a loan officer, I would like to schedule appointment to save time",48,2023-04-26,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,1,1,2,3.8,In Progress
US-C1-061,C1,P1,"As a customer, I would like to schedule appointment to track spending",54,2023-04-27,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,5,1,4.3,Done
US-C1-062,C1,P1,"As a loan officer, I need to transfer funds so that I can meet financial goals",51,2023-04-27,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,4,2,4.3,In Progress
US-C1-064,C1,P1,"As a account holder, I want to apply for loan in order to save time",50,2023-04-28,Finance,Large,7,10,False,0,0,0,0,0,0,0,0,1,5,5,4.3,Done
US-C1-066,C1,P1,"As a customer, I want to download statements so I can track spending",37,2023-04-28,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,2,3,3.9,In Progress
US-C1-067,C1,P1,"As a financial advisor, I want to view account balance so I can meet financial goals",35,2023-04-29,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,5,3,4.5,Done
US-C1-068,C1,P1,"As a account holder, I want to schedule appointment so that I can comply with regulations",50,2023-04-29,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,5,13,4.5,Done
US-C1-069,C1,P1,"As a loan officer, I would like to view account balance to improve security",40,2023-04-29,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,3,8,4.0,In Progress
US-C1-070,C1,P1,"As a investor, I want to apply for loan in order to meet financial goals",48,2023-04-30,Finance,Large,7,10,False,0,0,0,0,0,0,0,0,2,4,8,3.8,Done
US-C1-071,C1,P1,"As a account holder, I want to schedule appointment in order to comply with regulations",56,2023-04-30,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,5,5,4.2,In Progress
US-C1-074,C1,P1,"As a investor, I would like to download statements to comply with regulations with detailed specifications and comprehensive requirements",57,2023-05-01,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,4,8,3.9,Done
US-C1-075,C1,P1,"As a account holder, I want to schedule appointment so that I can save time",38,2023-05-01,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,4,5,4.2,In Progress
US-C1-076,C1,P1,"As a customer, I would like to transfer funds to improve security",45,2023-05-02,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,6,13,3.8,Done
US-C1-077,C1,P1,"As a investor, I need to schedule appointment so I can improve security",37,2023-05-02,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,1,4.0,Done
US-C1-078,C1,P1,"As a account holder, I need to view account balance so that I can track spending",50,2023-05-02,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,3,1,4.1,Done
US-C1-079,C1,P1,"As a investor, I would like to view account balance to save time",53,2023-05-03,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,5,13,3.6,In Progress
US-C1-080,C1,P1,"As a investor, I would like to transfer funds to save time",47,2023-05-03,Finance,Large,7,3,False,0,0,0,0,0,0,0,0,0,7,5,3.9,Done
US-C1-081,C1,P1,"As a financial advisor, I want to view account balance so that I can save time",47,2023-05-03,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,3,2,8,3.6,Done
US-C1-082,C1,P1,"As a customer, I want to apply for loan in order to meet financial goals",51,2023-05-04,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,7,8,4.1,Cancelled
US-C1-084,C1,P1,"As a bank customer, I want to download statements so that I can meet financial goals",43,2023-05-04,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,4,5,3.9,Done
US-C1-085,C1,P1,"As a investor, I would like to view account balance to save time with detailed specifications and comprehensive requirements",64,2023-05-05,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,3,1,3.9,Done
US-C1-086,C1,P1,"As a investor, I would like to apply for loan to track spending",46,2023-05-05,Finance,Large,7,3,False,0,0,0,0,0,0,0,0,1,4,8,4.3,Cancelled
US-C1-087,C1,P1,"As a financial advisor, I need to apply for loan so that I can meet financial goals",53,2023-05-05,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,6,13,4.2,Done
US-C1-088,C1,P1,"As a investor, I need to transfer funds so that I can comply with regulations",40,2023-05-06,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,3,3,4.6,Done
US-C1-089,C1,P1,"As a financial advisor, I want to download statements so that I can save time",44,2023-05-06,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,4,5,4.5,Done
US-C1-090,C1,P1,"As a investor, I need to apply for loan so that I can meet financial goals with detailed specifications and comprehensive requirements",57,2023-05-06,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,5,8,4.0,Done
US-C1-092,C1,P1,"As a bank customer, I want to download statements in order to meet financial goals",47,2023-05-07,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,5,8,4.2,Done
US-C1-093,C1,P1,"As a investor, I would like to transfer funds to track spending with detailed specifications and comprehensive requirements",59,2023-05-07,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,1,2,4.1,Done
US-C1-094,C1,P1,"As a account holder, I want to transfer funds so that I can meet financial goals",38,2023-05-08,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,2,6,13,4.3,Done
US-C1-096,C1,P1,"As a financial advisor, I want to download statements in order to save time",32,2023-05-08,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,5,3,3.7,Done
US-C1-097,C1,P1,"As a loan officer, I want to apply for loan so that I can save time",52,2023-05-09,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,5,13,4.5,Done
US-C1-098,C1,P1,"As a bank customer, I want to view account balance so that I can improve security",42,2023-05-09,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,5,3,4.4,In Progress
US-C1-100,C1,P1,"As a customer, I want to view account balance so I can save time",31,2023-05-10,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,0,6,2,3.8,Cancelled
US-C1-101,C1,P1,"As a account holder, I want to apply for loan so that I can track spending",49,2023-05-10,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,5,5,3.5,Cancelled
US-C1-102,C1,P1,"As a loan officer, I want to transfer funds so that I can meet financial goals",44,2023-05-10,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,5,2,4.1,Cancelled
US-C1-103,C1,P1,"As a customer, I need to schedule appointment so that I can meet financial goals",46,2023-05-11,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,2,13,4.0,In Progress
US-C1-104,C1,P1,"As a investor, I want to transfer funds so that I can meet financial goals with detailed specifications and comprehensive requirements",60,2023-05-11,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,5,13,3.7,Done
US-C1-105,C1,P1,"As a loan officer, I want to download statements so that I can save time",38,2023-05-11,Finance,Large,7,10,False,0,0,0,0,0,0,0,0,0,4,2,4.0,In Progress
US-C1-106,C1,P1,"As a loan officer, I want to schedule appointment so that I can improve security",44,2023-05-12,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,2,5,4.4,Done
US-C1-107,C1,P1,"As a financial advisor, I would like to schedule appointment to track spending",38,2023-05-12,Finance,Large,7,3,False,0,0,0,0,0,0,0,0,0,3,13,3.6,Done
US-C1-108,C1,P1,"As a loan officer, I need to apply for loan so that I can track spending with detailed specifications and comprehensive requirements",66,2023-05-12,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,2,1,4.2,Done
US-C1-109,C1,P1,"As a bank customer, I need to view account balance so that I can meet financial goals",51,2023-05-13,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,1,2,4.3,Done
US-C1-110,C1,P1,"As a investor, I want to view account balance in order to save time",46,2023-05-13,Finance,Large,7,10,False,0,0,0,0,0,0,0,0,1,6,13,4.3,In Progress
US-C1-111,C1,P1,"As a customer, I would like to apply for loan to improve security",36,2023-05-13,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,3,5,3.9,Done
US-C1-112,C1,P1,"As a account holder, I want to download statements so that I can save time",56,2023-05-14,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,5,5,4.1,Done
US-C1-114,C1,P1,"As a loan officer, I want to schedule appointment in order to save time",42,2023-05-14,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,3,2,3.8,Done
US-C1-115,C1,P1,"As a loan officer, I want to download statements so that I can meet financial goals",51,2023-05-15,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,1,4,3,4.0,Done
US-C1-119,C1,P1,"As a customer, I need to transfer funds so I can comply with regulations",35,2023-05-16,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,5,1,4.5,Done
US-C1-120,C1,P1,"As a investor, I want to schedule appointment so that I can comply with regulations",50,2023-05-16,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,6,13,4.1,Done
US-C1-121,C1,P1,"As a account holder, I want to schedule appointment so that I can improve security",49,2023-05-17,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,5,1,4.6,Done
US-C1-122,C1,P1,"As a customer, I need to schedule appointment so that I can save time",52,2023-05-17,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,1,5,5,4.4,Done
US-C1-123,C1,P1,"As a financial advisor, I would like to apply for loan to improve security",50,2023-05-17,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,4,1,3.8,Done
US-C1-124,C1,P1,"As a customer, I want to apply for loan so that I can meet financial goals",51,2023-05-18,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,5,3.5,Done
US-C1-125,C1,P1,"As a financial advisor, I want to apply for loan in order to track spending",46,2023-05-18,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,4,13,4.4,Done
US-C1-126,C1,P1,"As a account holder, I want to apply for loan so that I can track spending",49,2023-05-18,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,4,1,3.8,In Progress
US-C1-127,C1,P1,"As a account holder, I need to view account balance so that I can save time",54,2023-05-19,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,13,4.0,Cancelled
US-C1-128,C1,P1,"As a financial advisor, I would like to view account balance to meet financial goals",48,2023-05-19,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,3,5,4.4,Done
US-C1-130,C1,P1,"As a account holder, I want to transfer funds in order to comply with regulations",41,2023-05-20,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,5,13,3.4,Done
US-C1-131,C1,P1,"As a investor, I would like to transfer funds to save time",43,2023-05-20,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,2,5,5,4.1,In Progress
US-C1-132,C1,P1,"As a financial advisor, I need to apply for loan so that I can meet financial goals",52,2023-05-20,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,6,13,4.3,Done
US-C1-133,C1,P1,"As a customer, I would like to apply for loan to improve security",51,2023-05-21,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,2,3,4.5,Cancelled
US-C1-135,C1,P1,"As a loan officer, I would like to schedule appointment to improve security",56,2023-05-21,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,2,4.1,Done
US-C1-136,C1,P1,"As a financial advisor, I need to view account balance so that I can save time",38,2023-05-22,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,4,13,4.1,Done
US-C1-138,C1,P1,"As a loan officer, I want to view account balance in order to save time with detailed specifications and comprehensive requirements",64,2023-05-22,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,2,4.2,Cancelled
US-C1-139,C1,P1,"As a customer, I need to transfer funds so that I can meet financial goals",46,2023-05-23,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,3,4,5,3.6,Done
US-C1-140,C1,P1,"As a customer, I would like to apply for loan to improve security",43,2023-05-23,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,3,4.1,Done
US-C1-143,C1,P1,"As a account holder, I would like to view account balance to comply with regulations",39,2023-05-24,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,6,5,4.1,Done
US-C1-144,C1,P1,"As a account holder, I want to view account balance in order to comply with regulations",50,2023-05-24,Finance,Large,7,10,False,0,0,0,0,0,0,0,0,2,2,3,3.8,Done
US-C1-145,C1,P1,"As a bank customer, I need to schedule appointment so that I can improve security",41,2023-05-25,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,6,2,3.9,Cancelled
US-C1-148,C1,P1,"As a customer, I would like to schedule appointment to track spending",55,2023-05-26,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,8,4.8,Done
US-C1-149,C1,P1,"As a investor, I want to schedule appointment in order to save time with detailed specifications and comprehensive requirements",58,2023-05-26,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,5,8,3.7,Done
US-C1-150,C1,P1,"As a investor, I want to apply for loan in order to track spending with detailed specifications and comprehensive requirements",68,2023-05-26,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,5,2,4.4,Done
US-C1-151,C1,P1,"As a investor, I want to schedule appointment in order to meet financial goals",46,2023-05-27,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,0,2,3,4.3,Done
US-C1-152,C1,P1,"As a financial advisor, I would like to transfer funds to comply with regulations",56,2023-05-27,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,2,3.7,Done
US-C1-157,C1,P1,"As a financial advisor, I want to apply for loan so that I can save time",54,2023-05-29,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,2,3,4.4,Done
US-C1-158,C1,P1,"As a loan officer, I want to transfer funds in order to track spending",52,2023-05-29,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,7,2,4.4,Cancelled
US-C1-159,C1,P1,"As a customer, I need to download statements so that I can meet financial goals",45,2023-05-29,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,3,5,4.1,Cancelled
US-C1-160,C1,P1,"As a financial advisor, I need to view account balance so that I can comply with regulations",52,2023-05-30,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,4,5,4.0,Done
US-C1-162,C1,P1,"As a bank customer, I would like to download statements to track spending with detailed specifications and comprehensive requirements",63,2023-05-30,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,2,3,4.8,Done
US-C1-164,C1,P1,"As a bank customer, I want to view account balance so that I can track spending with detailed specifications and comprehensive requirements",58,2023-05-31,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,6,1,3.6,Done
US-C1-165,C1,P1,"As a investor, I want to view account balance in order to comply with regulations",42,2023-05-31,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,3,3,3.7,Done
US-C1-168,C1,P1,"As a financial advisor, I need to transfer funds so that I can comply with regulations",47,2023-06-01,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,6,13,4.0,Done
US-C1-169,C1,P1,"As a financial advisor, I want to apply for loan so I can meet financial goals",25,2023-06-02,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,1,8,4.2,Done
US-C1-170,C1,P1,"As a loan officer, I want to view account balance in order to comply with regulations",49,2023-06-02,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,4,5,4.0,Done
US-C1-171,C1,P1,"As a financial advisor, I would like to view account balance to track spending",35,2023-06-02,Finance,Large,7,3,False,0,0,0,0,0,0,0,0,2,4,8,3.8,Done
US-C1-172,C1,P1,"As a customer, I want to download statements so that I can comply with regulations",48,2023-06-03,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,4,4,3,3.8,Done
US-C1-173,C1,P1,"As a loan officer, I want to view account balance so I can track spending",34,2023-06-03,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,3,2,4.1,Done
US-C1-174,C1,P1,"As a bank customer, I want to view account balance so I can improve security",25,2023-06-03,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,8,4.2,Done
US-C1-175,C1,P1,"As a loan officer, I want to apply for loan so I can comply with regulations",27,2023-06-04,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,2,8,3.5,Done
US-C1-176,C1,P1,"As a account holder, I need to download statements so that I can save time",46,2023-06-04,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,4,1,4.3,Done
US-C1-177,C1,P1,"As a bank customer, I want to schedule appointment so that I can improve security",39,2023-06-04,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,7,5,4.1,Done
US-C1-178,C1,P1,"As a account holder, I need to apply for loan so that I can comply with regulations",50,2023-06-05,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,6,5,4.4,Done
US-C1-179,C1,P1,"As a account holder, I want to apply for loan so that I can save time",50,2023-06-05,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,6,3,4.4,In Progress
US-C1-180,C1,P1,"As a customer, I need to download statements so that I can improve security",48,2023-06-05,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,3,5,4.3,Done
US-C1-181,C1,P1,"As a account holder, I want to view account balance in order to comply with regulations",55,2023-06-06,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,1,5,8,4.3,In Progress
US-C1-182,C1,P1,"As a loan officer, I want to download statements in order to improve security",36,2023-06-06,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,3,13,3.1,Done
US-C1-183,C1,P1,"As a customer, I would like to view account balance to track spending",35,2023-06-06,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,3,13,3.8,Done
US-C1-185,C1,P1,"As a account holder, I want to download statements so that I can meet financial goals",55,2023-06-07,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,6,2,4.0,Done
US-C1-186,C1,P1,"As a account holder, I want to apply for loan in order to improve security",43,2023-06-07,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,3,8,4.3,Done
US-C1-188,C1,P1,"As a customer, I need to transfer funds so that I can comply with regulations",51,2023-06-08,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,3,13,3.6,Cancelled
US-C1-189,C1,P1,"As a loan officer, I want to download statements so that I can comply with regulations",40,2023-06-08,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,3,2,4.4,Done
US-C1-191,C1,P1,"As a account holder, I need to view account balance so that I can meet financial goals",44,2023-06-09,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,2,2,3.8,Done
US-C1-195,C1,P1,"As a bank customer, I need to download statements so I can track spending",34,2023-06-10,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,4,8,4.0,In Progress
US-C1-196,C1,P1,"As a account holder, I need to transfer funds so I can meet financial goals",32,2023-06-11,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,3,3,4.1,Done
